"mois_no","groupe_no","prov_no","no","ca","code_prov","provenance","code_dep","departement","code_groupe","groupe","code_sgroupe","sous_groupe","mois","mois_numero","annee"
21,27,10,6477,9756.90039,9,"Vente aux employés",1,"Tapis - rideaux",13,"Tapis",13,"Tapis d'orient","Septembre",9,2004
21,91,5,21717,9327.59961,4,"Commandes téléphoniques",8,"Lingerie",25,"Draps & lits",25.2,"Fourres","Septembre",9,2004
21,36,3,8469,1101.5,2,"Magasin",1,"Tapis - rideaux",14,"Vitrage & Décoration",14.3,"Vitrage confectionné","Septembre",9,2004
21,40,5,9477,9949.59961,4,"Commandes téléphoniques",2,"Optique - Photos",15,"Optique - Photos",15.1,"Apparel reflex","Septembre",9,2004
21,107,5,25557,777.099976,4,"Commandes téléphoniques",9,"Meubles",28,"Meubles intérieurs",28.7,"Studio","Septembre",9,2004
21,71,1,16821,4818.7002,0,"Par correspondance",6,"Radio -TV",22,"Maroquinerie - parapluies",22.4,"Ordinateur personnel","Septembre",9,2004
21,73,7,17445,1446.40002,6,"Studio Radio TV",6,"Radio -TV",22,"Maroquinerie - parapluies",22.6,"Piles","Septembre",9,2004
21,98,5,23397,1368.30005,4,"Commandes téléphoniques",8,"Lingerie",26,"Linges & couvertures",26.8,"Divers","Septembre",9,2004
21,19,5,4437,7238.7998,4,"Commandes téléphoniques",0,"Ménage",11,"Cuisine & Accessoires",11.9,"Divers","Septembre",9,2004
21,36,2,8445,6000.1001,1,"Zürich",1,"Tapis - rideaux",14,"Vitrage & Décoration",14.3,"Vitrage confectionné","Septembre",9,2004
21,40,1,9381,3032.5,0,"Par correspondance",2,"Optique - Photos",15,"Optique - Photos",15.1,"Apparel reflex","Septembre",9,2004
21,19,2,4365,3876,1,"Zürich",0,"Ménage",11,"Cuisine & Accessoires",11.9,"Divers","Septembre",9,2004
21,48,1,11301,3830.3999,0,"Par correspondance",3,"Bijouterie - Pendules",17,"Bijouterie BG",17.1,"Bagues","Septembre",9,2004
21,39,4,9213,4066.3999,3,"Expo",2,"Optique - Photos",15,"Optique - Photos",15,"Appareil photo sans relex","Septembre",9,2004
21,90,8,21549,6255.3999,7,"Studio Photo",8,"Lingerie",25,"Draps & lits",25.1,"Draps molletons, molletons de lits","Septembre",9,2004
21,52,6,12381,6657.2998,5,"Revetement de sol professionnel",3,"Bijouterie - Pendules",17,"Bijouterie BG",17.8,"Bracelets identité","Septembre",9,2004
21,57,1,13461,6415.3999,0,"Par correspondance",3,"Bijouterie - Pendules",18,"Bijouterie HG",18.3,"Divers","Septembre",9,2004
21,112,4,26733,8000,3,"Expo",9,"Meubles",29,"Meubles exterieurs",29.3,"Autres meubles de cuisines","Septembre",9,2004
21,71,6,16941,9049.2998,5,"Revetement de sol professionnel",6,"Radio -TV",22,"Maroquinerie - parapluies",22.4,"Ordinateur personnel","Septembre",9,2004
21,55,4,13053,5491.3999,3,"Expo",3,"Bijouterie - Pendules",18,"Bijouterie HG",18.1,"Alliances chevalière et bagues","Septembre",9,2004
21,41,4,9693,1775,3,"Expo",2,"Optique - Photos",15,"Optique - Photos",15.2,"Accessoires","Septembre",9,2004
21,111,6,26541,3690.8999,5,"Revetement de sol professionnel",9,"Meubles",29,"Meubles exterieurs",29.2,"Armoires de cuisine","Septembre",9,2004
21,40,4,9453,5938,3,"Expo",2,"Optique - Photos",15,"Optique - Photos",15.1,"Apparel reflex","Septembre",9,2004
21,49,8,11709,9681.09961,7,"Studio Photo",3,"Bijouterie - Pendules",17,"Bijouterie BG",17.3,"Boucles d'oreilles","Septembre",9,2004
21,80,3,19029,4106,2,"Magasin",5,"Sports - Meubles de jardin",21,"Sports - Meubles de jardin",21.5,"Vélos","Septembre",9,2004
21,82,7,19605,672,6,"Studio Radio TV",5,"Sports - Meubles de jardin",21,"Sports - Meubles de jardin",21.9,"Divers","Septembre",9,2004
21,71,5,16917,2110.6001,4,"Commandes téléphoniques",6,"Radio -TV",22,"Maroquinerie - parapluies",22.4,"Ordinateur personnel","Septembre",9,2004
21,10,10,2397,8573.2998,9,"Vente aux employés",0,"Ménage",11,"Cuisine & Accessoires",11,"Casseroles","Septembre",9,2004
21,85,1,20181,9591.59961,0,"Par correspondance",7,"Montres",24,"Montres",24.2,"Montres hommes divers","Septembre",9,2004
21,61,1,14421,6304.2002,0,"Par correspondance",3,"Bijouterie - Pendules",18,"Bijouterie HG",18.9,"Set bijoux réparation fourniture","Septembre",9,2004
21,21,10,5037,7249.8999,9,"Vente aux employés",0,"Ménage",12,"Outillage & jouets",12.1,"Lustrerie","Septembre",9,2004
21,91,8,21789,4091.8999,7,"Studio Photo",8,"Lingerie",25,"Draps & lits",25.2,"Fourres","Septembre",9,2004
21,101,4,24093,810.200012,3,"Expo",9,"Meubles",28,"Meubles intérieurs",28.1,"Parois - crédences","Septembre",9,2004
21,49,10,11757,2080.1001,9,"Vente aux employés",3,"Bijouterie - Pendules",17,"Bijouterie BG",17.3,"Boucles d'oreilles","Septembre",9,2004
21,6,2,1245,3222,1,"Zürich",0,"Ménage",10,"Nettoyage",10.5,"Machines de cuisines","Septembre",9,2004
21,99,2,23565,8452.2002,1,"Zürich",8,"Lingerie",26,"Linges & couvertures",26.9,"Divers","Septembre",9,2004
21,77,5,18357,1000,4,"Commandes téléphoniques",5,"Sports - Meubles de jardin",21,"Sports - Meubles de jardin",21.1,"Meubles de camping","Septembre",9,2004
21,55,5,13077,1012.70001,4,"Commandes téléphoniques",3,"Bijouterie - Pendules",18,"Bijouterie HG",18.1,"Alliances chevalière et bagues","Septembre",9,2004
21,105,6,25101,1987.09998,5,"Revetement de sol professionnel",9,"Meubles",28,"Meubles intérieurs",28.5,"Lits","Septembre",9,2004
21,95,7,22725,6576.6001,6,"Studio Radio TV",8,"Lingerie",26,"Linges & couvertures",26.3,"Nappes serviettes et coussins","Septembre",9,2004
21,44,9,10533,4206.6001,8,"Boutique",2,"Optique - Photos",15,"Optique - Photos",15.7,"Jumelles et telescope","Septembre",9,2004
21,26,10,6237,5096,9,"Vente aux employés",0,"Ménage",12,"Outillage & jouets",12.8,"Divers","Septembre",9,2004
21,18,3,4149,1576.59998,2,"Magasin",0,"Ménage",11,"Cuisine & Accessoires",11.8,"Divers","Septembre",9,2004
21,53,3,12549,1648.19995,2,"Magasin",3,"Bijouterie - Pendules",17,"Bijouterie BG",17.9,"Baguier et sets","Septembre",9,2004
21,91,6,21741,8279.2998,5,"Revetement de sol professionnel",8,"Lingerie",25,"Draps & lits",25.2,"Fourres","Septembre",9,2004
21,15,5,3477,1451.59998,4,"Commandes téléphoniques",0,"Ménage",11,"Cuisine & Accessoires",11.5,"Articles de salle de bain","Septembre",9,2004
21,74,7,17685,1548.90002,6,"Studio Radio TV",6,"Radio -TV",22,"Maroquinerie - parapluies",22.8,"Divers","Septembre",9,2004
21,19,6,4461,6881.2998,5,"Revetement de sol professionnel",0,"Ménage",11,"Cuisine & Accessoires",11.9,"Divers","Septembre",9,2004
21,95,1,22581,127.599998,0,"Par correspondance",8,"Lingerie",26,"Linges & couvertures",26.3,"Nappes serviettes et coussins","Septembre",9,2004
21,86,8,20589,3704.30005,7,"Studio Photo",7,"Montres",24,"Montres",24.6,"Montres suisses dames","Septembre",9,2004
21,69,4,16413,968,3,"Expo",6,"Radio -TV",22,"Maroquinerie - parapluies",22.2,"Hi-Fi","Septembre",9,2004
21,16,1,3621,5873,0,"Par correspondance",0,"Ménage",11,"Cuisine & Accessoires",11.6,"Articles pour animeaux","Septembre",9,2004
21,33,6,7821,9036.40039,5,"Revetement de sol professionnel",1,"Tapis - rideaux",14,"Vitrage & Décoration",14,"Vitrage au metre","Septembre",9,2004
21,66,9,15813,7950,8,"Boutique",4,"Maroquinerie - parapluies",20,"Maroquinerie - parapluies",20.8,"Valises","Septembre",9,2004
21,96,9,23013,7806.3999,8,"Boutique",8,"Lingerie",26,"Linges & couvertures",26.4,"Couvertures divans piquées smyrne Gobelins","Septembre",9,2004
21,103,5,24597,4775.1001,4,"Commandes téléphoniques",9,"Meubles",28,"Meubles intérieurs",28.3,"Salle a manger","Septembre",9,2004
21,26,4,6093,396.600006,3,"Expo",0,"Ménage",12,"Outillage & jouets",12.8,"Divers","Septembre",9,2004
21,101,10,24237,6337.8999,9,"Vente aux employés",9,"Meubles",28,"Meubles intérieurs",28.1,"Parois - crédences","Septembre",9,2004
21,73,3,17349,1689.90002,2,"Magasin",6,"Radio -TV",22,"Maroquinerie - parapluies",22.6,"Piles","Septembre",9,2004
21,64,5,15237,7216.5,4,"Commandes téléphoniques",4,"Maroquinerie - parapluies",20,"Maroquinerie - parapluies",20.4,"Sac de voyage sport plage commission","Septembre",9,2004
21,97,6,23181,947.400024,5,"Revetement de sol professionnel",8,"Lingerie",26,"Linges & couvertures",26.5,"Couvertures de laine","Septembre",9,2004
21,29,6,6861,9468.7002,5,"Revetement de sol professionnel",1,"Tapis - rideaux",13,"Tapis",13.2,"Milieux","Septembre",9,2004
21,111,4,26493,3584.3999,3,"Expo",9,"Meubles",29,"Meubles exterieurs",29.2,"Armoires de cuisine","Septembre",9,2004
21,10,3,2229,4142.8999,2,"Magasin",0,"Ménage",11,"Cuisine & Accessoires",11,"Casseroles","Septembre",9,2004
21,29,5,6837,9249.40039,4,"Commandes téléphoniques",1,"Tapis - rideaux",13,"Tapis",13.2,"Milieux","Septembre",9,2004
21,75,1,17781,4429.1001,0,"Par correspondance",6,"Radio -TV",22,"Maroquinerie - parapluies",22.9,"Divers","Septembre",9,2004
21,54,6,12861,1272.69995,5,"Revetement de sol professionnel",3,"Bijouterie - Pendules",18,"Bijouterie HG",18,"Bagues or","Septembre",9,2004
21,75,2,17805,2794.19995,1,"Zürich",6,"Radio -TV",22,"Maroquinerie - parapluies",22.9,"Divers","Septembre",9,2004
21,93,7,22245,7987.2002,6,"Studio Radio TV",8,"Lingerie",25,"Draps & lits",25.9,"Divers","Septembre",9,2004
21,81,9,19413,9333,8,"Boutique",5,"Sports - Meubles de jardin",21,"Sports - Meubles de jardin",21.7,"Fitness","Septembre",9,2004
21,15,3,3429,4819.5,2,"Magasin",0,"Ménage",11,"Cuisine & Accessoires",11.5,"Articles de salle de bain","Septembre",9,2004
21,43,10,10317,2695.6001,9,"Vente aux employés",2,"Optique - Photos",15,"Optique - Photos",15.6,"Films","Septembre",9,2004
21,94,10,22557,1591.80005,9,"Vente aux employés",8,"Lingerie",26,"Linges & couvertures",26,"L. de toilette - lavettes - draps de bain","Septembre",9,2004
21,104,2,24765,2159,1,"Zürich",9,"Meubles",28,"Meubles intérieurs",28.4,"Chambres à coucher","Septembre",9,2004
21,6,10,1437,1498.30005,9,"Vente aux employés",0,"Ménage",10,"Nettoyage",10.5,"Machines de cuisines","Septembre",9,2004
21,1,4,93,3534.69995,3,"Expo",0,"Ménage",10,"Nettoyage",10,"Machines de cuisine","Septembre",9,2004
21,88,3,20949,6256.5,2,"Magasin",7,"Montres",24,"Montres",24.9,"Grosse horlogerie (pendules et réveils)","Septembre",9,2004
21,90,3,21429,237.699997,2,"Magasin",8,"Lingerie",25,"Draps & lits",25.1,"Draps molletons, molletons de lits","Septembre",9,2004
21,97,1,23061,6992.2002,0,"Par correspondance",8,"Lingerie",26,"Linges & couvertures",26.5,"Couvertures de laine","Septembre",9,2004
21,35,9,8373,8868.2002,8,"Boutique",1,"Tapis - rideaux",14,"Vitrage & Décoration",14.2,"Bar et accessoires","Septembre",9,2004
21,32,4,7533,4654.2002,3,"Expo",1,"Tapis - rideaux",13,"Tapis",13.9,"Tapis divers","Septembre",9,2004
21,58,10,13917,3610.1001,9,"Vente aux employés",3,"Bijouterie - Pendules",18,"Bijouterie HG",18.5,"Chainettes et colliers","Septembre",9,2004
21,56,1,13221,2167.3999,0,"Par correspondance",3,"Bijouterie - Pendules",18,"Bijouterie HG",18.2,"Boucles d'oreilles","Septembre",9,2004
21,117,3,27909,7641.2002,2,"Magasin",9,"Meubles",29,"Meubles exterieurs",29.8,"Divers","Septembre",9,2004
21,54,9,12933,1567.5,8,"Boutique",3,"Bijouterie - Pendules",18,"Bijouterie HG",18,"Bagues or","Septembre",9,2004
21,51,4,12093,9026.7002,3,"Expo",3,"Bijouterie - Pendules",17,"Bijouterie BG",17.7,"Chaînes et colliers","Septembre",9,2004
21,64,3,15189,4922.2002,2,"Magasin",4,"Maroquinerie - parapluies",20,"Maroquinerie - parapluies",20.4,"Sac de voyage sport plage commission","Septembre",9,2004
21,62,3,14709,6910.2002,2,"Magasin",4,"Maroquinerie - parapluies",20,"Maroquinerie - parapluies",20,"Etuis, coffret portemonnaie portefeuille","Septembre",9,2004
21,73,2,17325,216.199997,1,"Zürich",6,"Radio -TV",22,"Maroquinerie - parapluies",22.6,"Piles","Septembre",9,2004
21,61,8,14589,9905.09961,7,"Studio Photo",3,"Bijouterie - Pendules",18,"Bijouterie HG",18.9,"Set bijoux réparation fourniture","Septembre",9,2004
21,104,6,24861,2528.80005,5,"Revetement de sol professionnel",9,"Meubles",28,"Meubles intérieurs",28.4,"Chambres à coucher","Septembre",9,2004
21,47,7,11205,480.200012,6,"Studio Radio TV",3,"Bijouterie - Pendules",17,"Bijouterie BG",17,"Divers","Septembre",9,2004
21,81,8,19389,8390.5,7,"Studio Photo",5,"Sports - Meubles de jardin",21,"Sports - Meubles de jardin",21.7,"Fitness","Septembre",9,2004
21,18,9,4293,6697.3999,8,"Boutique",0,"Ménage",11,"Cuisine & Accessoires",11.8,"Divers","Septembre",9,2004
21,18,7,4245,8780.59961,6,"Studio Radio TV",0,"Ménage",11,"Cuisine & Accessoires",11.8,"Divers","Septembre",9,2004
21,76,6,18141,484.299988,5,"Revetement de sol professionnel",5,"Sports - Meubles de jardin",21,"Sports - Meubles de jardin",21,"Tentes","Septembre",9,2004
21,95,4,22653,4112.5,3,"Expo",8,"Lingerie",26,"Linges & couvertures",26.3,"Nappes serviettes et coussins","Septembre",9,2004
21,7,6,1581,653.900024,5,"Revetement de sol professionnel",0,"Ménage",10,"Nettoyage",10.6,"Lavage et séchage","Septembre",9,2004
21,42,10,10077,6774.8999,9,"Vente aux employés",2,"Optique - Photos",15,"Optique - Photos",15.3,"Projection diapositives","Septembre",9,2004
21,10,1,2181,4216.2002,0,"Par correspondance",0,"Ménage",11,"Cuisine & Accessoires",11,"Casseroles","Septembre",9,2004
21,83,5,19797,1161.5,4,"Commandes téléphoniques",7,"Montres",24,"Montres",24,"Montres Casio + Accurist Hommes","Septembre",9,2004
21,31,8,7389,1658.30005,7,"Studio Photo",1,"Tapis - rideaux",13,"Tapis",13.4,"Revetement de sol","Septembre",9,2004
21,63,7,15045,5689.3999,6,"Studio Radio TV",4,"Maroquinerie - parapluies",20,"Maroquinerie - parapluies",20.1,"Serviettes sacs a main cuir artificiel","Septembre",9,2004
21,47,6,11181,3733,5,"Revetement de sol professionnel",3,"Bijouterie - Pendules",17,"Bijouterie BG",17,"Divers","Septembre",9,2004
21,71,8,16989,4390.7002,7,"Studio Photo",6,"Radio -TV",22,"Maroquinerie - parapluies",22.4,"Ordinateur personnel","Septembre",9,2004
21,47,1,11061,9861.40039,0,"Par correspondance",3,"Bijouterie - Pendules",17,"Bijouterie BG",17,"Divers","Septembre",9,2004
21,29,1,6741,2467.80005,0,"Par correspondance",1,"Tapis - rideaux",13,"Tapis",13.2,"Milieux","Septembre",9,2004
21,110,6,26301,4463.3999,5,"Revetement de sol professionnel",9,"Meubles",29,"Meubles exterieurs",29.1,"Bureaux","Septembre",9,2004
21,42,7,10005,5446.8999,6,"Studio Radio TV",2,"Optique - Photos",15,"Optique - Photos",15.3,"Projection diapositives","Septembre",9,2004
21,70,10,16797,3370.30005,9,"Vente aux employés",6,"Radio -TV",22,"Maroquinerie - parapluies",22.3,"Vidéo","Septembre",9,2004
21,108,3,25749,4928.6001,2,"Magasin",9,"Meubles",28,"Meubles intérieurs",28.8,"Matelas","Septembre",9,2004
21,84,10,20157,8995.7998,9,"Vente aux employés",7,"Montres",24,"Montres",24.1,"Montres suisses hommes","Septembre",9,2004
21,100,9,23973,3776.6001,8,"Boutique",9,"Meubles",28,"Meubles intérieurs",28,"Meubles rembourrés fauteuilles","Septembre",9,2004
21,28,8,6669,818.900024,7,"Studio Photo",1,"Tapis - rideaux",13,"Tapis",13.1,"Tapis de fond","Septembre",9,2004
21,53,4,12573,3781.30005,3,"Expo",3,"Bijouterie - Pendules",17,"Bijouterie BG",17.9,"Baguier et sets","Septembre",9,2004
21,37,4,8733,1750.80005,3,"Expo",1,"Tapis - rideaux",14,"Vitrage & Décoration",14.4,"Travail et montage","Septembre",9,2004
21,49,9,11733,9090.40039,8,"Boutique",3,"Bijouterie - Pendules",17,"Bijouterie BG",17.3,"Boucles d'oreilles","Septembre",9,2004
21,10,6,2301,2095.1001,5,"Revetement de sol professionnel",0,"Ménage",11,"Cuisine & Accessoires",11,"Casseroles","Septembre",9,2004
21,93,8,22269,6348.8999,7,"Studio Photo",8,"Lingerie",25,"Draps & lits",25.9,"Divers","Septembre",9,2004
21,98,1,23301,9780.7998,0,"Par correspondance",8,"Lingerie",26,"Linges & couvertures",26.8,"Divers","Septembre",9,2004
21,67,3,15909,6104.8999,2,"Magasin",6,"Radio -TV",22,"Maroquinerie - parapluies",22,"Radio","Septembre",9,2004
21,7,8,1629,5487.5,7,"Studio Photo",0,"Ménage",10,"Nettoyage",10.6,"Lavage et séchage","Septembre",9,2004
21,108,7,25845,9342.09961,6,"Studio Radio TV",9,"Meubles",28,"Meubles intérieurs",28.8,"Matelas","Septembre",9,2004
21,28,1,6501,4721.2998,0,"Par correspondance",1,"Tapis - rideaux",13,"Tapis",13.1,"Tapis de fond","Septembre",9,2004
21,93,9,22293,2710.1001,8,"Boutique",8,"Lingerie",25,"Draps & lits",25.9,"Divers","Septembre",9,2004
21,50,5,11877,3689.8999,4,"Commandes téléphoniques",3,"Bijouterie - Pendules",17,"Bijouterie BG",17.4,"Pendentifs et médaillons","Septembre",9,2004
21,29,4,6813,7669.1001,3,"Expo",1,"Tapis - rideaux",13,"Tapis",13.2,"Milieux","Septembre",9,2004
21,41,3,9669,9240.2998,2,"Magasin",2,"Optique - Photos",15,"Optique - Photos",15.2,"Accessoires","Septembre",9,2004
21,43,5,10197,5916.7998,4,"Commandes téléphoniques",2,"Optique - Photos",15,"Optique - Photos",15.6,"Films","Septembre",9,2004
21,95,8,22749,1499,7,"Studio Photo",8,"Lingerie",26,"Linges & couvertures",26.3,"Nappes serviettes et coussins","Septembre",9,2004
21,88,2,20925,1007.40002,1,"Zürich",7,"Montres",24,"Montres",24.9,"Grosse horlogerie (pendules et réveils)","Septembre",9,2004
21,32,2,7485,5082.2998,1,"Zürich",1,"Tapis - rideaux",13,"Tapis",13.9,"Tapis divers","Septembre",9,2004
21,45,2,10605,4927,1,"Zürich",2,"Optique - Photos",15,"Optique - Photos",15.8,"Vidéo","Septembre",9,2004
21,19,9,4533,7868,8,"Boutique",0,"Ménage",11,"Cuisine & Accessoires",11.9,"Divers","Septembre",9,2004
21,108,10,25917,4609.8999,9,"Vente aux employés",9,"Meubles",28,"Meubles intérieurs",28.8,"Matelas","Septembre",9,2004
21,77,7,18405,4985,6,"Studio Radio TV",5,"Sports - Meubles de jardin",21,"Sports - Meubles de jardin",21.1,"Meubles de camping","Septembre",9,2004
21,69,10,16557,3233.8999,9,"Vente aux employés",6,"Radio -TV",22,"Maroquinerie - parapluies",22.2,"Hi-Fi","Septembre",9,2004
21,43,4,10173,814.200012,3,"Expo",2,"Optique - Photos",15,"Optique - Photos",15.6,"Films","Septembre",9,2004
21,11,5,2517,4424.2002,4,"Commandes téléphoniques",0,"Ménage",11,"Cuisine & Accessoires",11.1,"Vaisselle et verrerie","Septembre",9,2004
21,75,6,17901,7000.7002,5,"Revetement de sol professionnel",6,"Radio -TV",22,"Maroquinerie - parapluies",22.9,"Divers","Septembre",9,2004
21,76,1,18021,9743.40039,0,"Par correspondance",5,"Sports - Meubles de jardin",21,"Sports - Meubles de jardin",21,"Tentes","Septembre",9,2004
21,40,8,9549,7295.3999,7,"Studio Photo",2,"Optique - Photos",15,"Optique - Photos",15.1,"Apparel reflex","Septembre",9,2004
21,34,8,8109,9241.40039,7,"Studio Photo",1,"Tapis - rideaux",14,"Vitrage & Décoration",14.1,"Tissu de décoration","Septembre",9,2004
21,86,10,20637,4228.8999,9,"Vente aux employés",7,"Montres",24,"Montres",24.6,"Montres suisses dames","Septembre",9,2004
21,92,10,22077,7911.5,9,"Vente aux employés",8,"Lingerie",25,"Draps & lits",25.3,"Garnitures de lits","Septembre",9,2004
21,1,2,45,5751.7998,1,"Zürich",0,"Ménage",10,"Nettoyage",10,"Machines de cuisine","Septembre",9,2004
21,84,2,19965,4650.2002,1,"Zürich",7,"Montres",24,"Montres",24.1,"Montres suisses hommes","Septembre",9,2004
21,1,9,213,4898.2998,8,"Boutique",0,"Ménage",10,"Nettoyage",10,"Machines de cuisine","Septembre",9,2004
21,105,5,25077,5587.2998,4,"Commandes téléphoniques",9,"Meubles",28,"Meubles intérieurs",28.5,"Lits","Septembre",9,2004
21,16,9,3813,4201.7998,8,"Boutique",0,"Ménage",11,"Cuisine & Accessoires",11.6,"Articles pour animeaux","Septembre",9,2004
21,67,5,15957,9946.40039,4,"Commandes téléphoniques",6,"Radio -TV",22,"Maroquinerie - parapluies",22,"Radio","Septembre",9,2004
21,79,10,18957,1597.69995,9,"Vente aux employés",5,"Sports - Meubles de jardin",21,"Sports - Meubles de jardin",21.3,"Accessoires camping","Septembre",9,2004
21,24,6,5661,1438.90002,5,"Revetement de sol professionnel",0,"Ménage",12,"Outillage & jouets",12.4,"Jouets techniques","Septembre",9,2004
21,10,2,2205,6732.5,1,"Zürich",0,"Ménage",11,"Cuisine & Accessoires",11,"Casseroles","Septembre",9,2004
21,26,1,6021,558.200012,0,"Par correspondance",0,"Ménage",12,"Outillage & jouets",12.8,"Divers","Septembre",9,2004
21,37,3,8709,8040.5,2,"Magasin",1,"Tapis - rideaux",14,"Vitrage & Décoration",14.4,"Travail et montage","Septembre",9,2004
21,101,2,24045,1921.40002,1,"Zürich",9,"Meubles",28,"Meubles intérieurs",28.1,"Parois - crédences","Septembre",9,2004
21,29,7,6885,6916,6,"Studio Radio TV",1,"Tapis - rideaux",13,"Tapis",13.2,"Milieux","Septembre",9,2004
21,67,7,16005,8578.59961,6,"Studio Radio TV",6,"Radio -TV",22,"Maroquinerie - parapluies",22,"Radio","Septembre",9,2004
21,22,5,5157,6214.5,4,"Commandes téléphoniques",0,"Ménage",12,"Outillage & jouets",12.2,"Machine de bureau","Septembre",9,2004
21,83,9,19893,2806.3999,8,"Boutique",7,"Montres",24,"Montres",24,"Montres Casio + Accurist Hommes","Septembre",9,2004
21,74,3,17589,4706.2998,2,"Magasin",6,"Radio -TV",22,"Maroquinerie - parapluies",22.8,"Divers","Septembre",9,2004
21,96,5,22917,9119.2998,4,"Commandes téléphoniques",8,"Lingerie",26,"Linges & couvertures",26.4,"Couvertures divans piquées smyrne Gobelins","Septembre",9,2004
21,96,2,22845,8438.7002,1,"Zürich",8,"Lingerie",26,"Linges & couvertures",26.4,"Couvertures divans piquées smyrne Gobelins","Septembre",9,2004
21,101,7,24165,5796.8999,6,"Studio Radio TV",9,"Meubles",28,"Meubles intérieurs",28.1,"Parois - crédences","Septembre",9,2004
21,67,1,15861,218.100006,0,"Par correspondance",6,"Radio -TV",22,"Maroquinerie - parapluies",22,"Radio","Septembre",9,2004
21,8,5,1797,9140.5,4,"Commandes téléphoniques",0,"Ménage",10,"Nettoyage",10.7,"Soins corporels","Septembre",9,2004
21,64,10,15357,9221.40039,9,"Vente aux employés",4,"Maroquinerie - parapluies",20,"Maroquinerie - parapluies",20.4,"Sac de voyage sport plage commission","Septembre",9,2004
21,33,3,7749,2475.5,2,"Magasin",1,"Tapis - rideaux",14,"Vitrage & Décoration",14,"Vitrage au metre","Septembre",9,2004
21,3,7,645,8523.09961,6,"Studio Radio TV",0,"Ménage",10,"Nettoyage",10.2,"Soins corporels","Septembre",9,2004
21,108,1,25701,3872.69995,0,"Par correspondance",9,"Meubles",28,"Meubles intérieurs",28.8,"Matelas","Septembre",9,2004
21,98,3,23349,8062,2,"Magasin",8,"Lingerie",26,"Linges & couvertures",26.8,"Divers","Septembre",9,2004
21,47,9,11253,3470.8999,8,"Boutique",3,"Bijouterie - Pendules",17,"Bijouterie BG",17,"Divers","Septembre",9,2004
21,42,1,9861,7056.3999,0,"Par correspondance",2,"Optique - Photos",15,"Optique - Photos",15.3,"Projection diapositives","Septembre",9,2004
21,47,4,11133,6634.2998,3,"Expo",3,"Bijouterie - Pendules",17,"Bijouterie BG",17,"Divers","Septembre",9,2004
21,78,1,18501,5061.2998,0,"Par correspondance",5,"Sports - Meubles de jardin",21,"Sports - Meubles de jardin",21.2,"Articles camping textil","Septembre",9,2004
21,51,2,12045,6237.7002,1,"Zürich",3,"Bijouterie - Pendules",17,"Bijouterie BG",17.7,"Chaînes et colliers","Septembre",9,2004
21,115,10,27597,5978.2998,9,"Vente aux employés",9,"Meubles",29,"Meubles exterieurs",29.6,"Petites armoires","Septembre",9,2004
21,73,4,17373,3570.3999,3,"Expo",6,"Radio -TV",22,"Maroquinerie - parapluies",22.6,"Piles","Septembre",9,2004
21,27,8,6429,9407.5,7,"Studio Photo",1,"Tapis - rideaux",13,"Tapis",13,"Tapis d'orient","Septembre",9,2004
21,27,9,6453,3348.6001,8,"Boutique",1,"Tapis - rideaux",13,"Tapis",13,"Tapis d'orient","Septembre",9,2004
21,101,5,24117,2402.69995,4,"Commandes téléphoniques",9,"Meubles",28,"Meubles intérieurs",28.1,"Parois - crédences","Septembre",9,2004
21,69,6,16461,6522.5,5,"Revetement de sol professionnel",6,"Radio -TV",22,"Maroquinerie - parapluies",22.2,"Hi-Fi","Septembre",9,2004
21,4,2,765,2681.30005,1,"Zürich",0,"Ménage",10,"Nettoyage",10.3,"Divers","Septembre",9,2004
21,68,2,16125,9943.90039,1,"Zürich",6,"Radio -TV",22,"Maroquinerie - parapluies",22.1,"TV","Septembre",9,2004
21,20,6,4701,6268.2002,5,"Revetement de sol professionnel",0,"Ménage",12,"Outillage & jouets",12,"Outillage, jardin accessoire auto","Septembre",9,2004
21,62,9,14853,2687.80005,8,"Boutique",4,"Maroquinerie - parapluies",20,"Maroquinerie - parapluies",20,"Etuis, coffret portemonnaie portefeuille","Septembre",9,2004
21,59,9,14133,5661.5,8,"Boutique",3,"Bijouterie - Pendules",18,"Bijouterie HG",18.6,"Bracelets","Septembre",9,2004
21,80,1,18981,2412.8999,0,"Par correspondance",5,"Sports - Meubles de jardin",21,"Sports - Meubles de jardin",21.5,"Vélos","Septembre",9,2004
21,112,5,26757,305,4,"Commandes téléphoniques",9,"Meubles",29,"Meubles exterieurs",29.3,"Autres meubles de cuisines","Septembre",9,2004
21,87,3,20709,7567.6001,2,"Magasin",7,"Montres",24,"Montres",24.8,"Divers + réparartions montres + fournitures","Septembre",9,2004
21,63,8,15069,1266.09998,7,"Studio Photo",4,"Maroquinerie - parapluies",20,"Maroquinerie - parapluies",20.1,"Serviettes sacs a main cuir artificiel","Septembre",9,2004
21,2,7,405,6198.2998,6,"Studio Radio TV",0,"Ménage",10,"Nettoyage",10.1,"Lavage, séchage,…","Septembre",9,2004
21,2,1,261,9853.7002,0,"Par correspondance",0,"Ménage",10,"Nettoyage",10.1,"Lavage, séchage,…","Septembre",9,2004
21,65,7,15525,2523.3999,6,"Studio Radio TV",4,"Maroquinerie - parapluies",20,"Maroquinerie - parapluies",20.7,"Divers","Septembre",9,2004
21,114,2,27165,6122.1001,1,"Zürich",9,"Meubles",29,"Meubles exterieurs",29.5,"Rotins","Septembre",9,2004
